hotelcode,hotelname,pricemin,pricemax
65708,Killin Hotel,48.49,119.2
65710,Mansfield Castle Hotel,81.25,413.97
65720,Kirkconnel Hall Hotel,68.64,184.78
65724,The Waterside Hotel,41.87,137.27
65748,Brook Kingston Lodge Hotel,86.18,187.95
65826,Hotel Berlaymont Brussels,99.62,242.84
65930,Pullman Berlin Schweizerhof Hotel,89.1,378.89
65976,Hotel Eiffel Capitol,101.47,389.76
66042,Hotel Berne,60.28,85.39
66048,Adonis Marseille Vieux Port Hotel,60.82,123.16
66056,Grand Hotel Villa Politi,60.13,904.17
66069,Finlandia Park Hotel Helsinki,57.94,134.72
66385,Hesperia Del Mar,134.72,262.61
66386,artotel berlin mitte by park plaza,103.28,411.05
66437,Avon Hotel,82.79,179.61
66440,Holiday Inn Express London Croydon,71.81,89.75
66441,Holiday Inn Express Earls Court,125.65,253.05
66447,The Whiteleaf Hotel,42.24,95.03
66499,Hotel Pasarela,48.28,109.5
66645,Kull Von Schmidsfelden Hotel,64.14,86.75
66661,Axel Hotel Barcelona & Urban Spa - Only Adults,129.59,197.41
66667,NH Entenza,62.29,218.93
66694,Parador de Cardona,98.45,343.58
66928,Inter-Hotel Nice Ouest Le Floreal,75.35,105.48
66962,Grand Hotel Golf,49.23,96.44
66986,Hesperia Peregrino,54.2,125.27
67062,Aparthotel Luamar,57.71,123.11
67142,Parador de Calahorra,70.33,261.46
67207,Ramada by Wyndham Frankfurt City Centre & Financial District,39.04,266.09
67310,Tryp Oriente Hotel,104.25,182.44
67317,Hotel Villa Adele,54.95,87.4
67330,Virxe da Cerca,51.21,99.46
67343,Hotel Zenit Sevilla,73.23,235.88
67380,Hotel Caesar Prague,58.43,95.14
67414,Novotel Cannes Montfleury Hotel,69.62,180.84
67445,Hotel The Originals Vichy Les Nations (ex Inter-Hotel),70.02,130.6
67473,Plaza Hotel,83.73,86.07
67501,Hotel La Spezia Gruppo Minihotel,135.63,156.72
67576,Europa Royale Vilnius,64.37,131.09
67591,Campanile Vlaardingen Hotel,47.84,86.53
67648,Parador de Cadiz,110.16,311.94
67675,Hotel Sercotel Malaga,116.64,975.26
67676,Hotel Zenit Malaga,58.77,105.48
67687,N.Ch,26.92,50.23
67691,Parador de Zamora,70.33,272.76
67730,Hotel Du Faisan,69.32,158.74
67736,Kyriad Caen Nord Memorial,57.52,97.45
67840,Hotel Rex,217.0,360.31
67925,Farnesina Hotel,99.46,159.74
67931,Turner Hotel,39.19,356.28
67970,Kyriad Tours - St Pierre des Corps - Gare,59.27,151.6
67988,Start Hotel Atos,30.46,85.66
68002,Cumberland Hotel,37.98,158.71
68006,The Orchid Hotel,131.87,1102.1
68007,The Queens Hotel and Spa,47.03,105.49
68010,New Madeira Hotel,54.52,146.98
68016,Rising Sun Hotel by Greene King Inns,42.23,105.59
68027,Mercure Brandon Hall Hotel And Spa Warwickshire,93.98,172.12
68048,Quebecs,125.66,248.14
68058,Beaconsfield Hotel,60.82,104.54
68063,Clapham South Belvedere Hotel,50.26,118.26
68101,Best Western Braid Hills Hotel,84.58,213.81
68118,Holiday Inn London - Heathrow Ariel,104.54,153.11
68128,Drummond Hotel,68.64,100.32
68149,Legacy Hotel Victoria,42.76,285.1
68156,The Regent Hotel,23.76,118.79
68160,Salutation Hotel,39.5,115.02
68163,Mottram Hall - Qhotels,131.93,273.48
68168,Brownsover Hall Hotel,128.71,165.2
68170,Copthorne Hotel Slough Windsor,91.23,161.75
68171,Heathrow/Windsor Marriott Hotel,108.76,193.23
68173,Holiday Inn Express Stirling,62.3,246.47
68175,Crown Hotel,39.06,97.15
68188,Village Hotel Birmingham Walsall,89.75,147.83
68294,Holiday Inn Express - Glasgow Airport,46.46,186.64
68295,Bowfield Hotel & Country Club,86.58,274.54
68606,Mercure Roma Piazza Bologna Hotel,70.32,176.82
68641,Hotel Terme di Castel San Pietro,41.6,106.49
68768,Parador de Olite,119.38,263.21
68777,Inter Hotel Torcy,56.9,148.91
68792,Villa San Lucchese Hotel,76.83,112.09
69809,Ribera de Triana Hotel,62.38,142.66
69841,artotel berlin kudamm,61.97,128.07
69849,AC Hotel Padova,80.47,132.61
69862,Occidental Lanzarote Mar,67.24,286.39
69915,Hotel Leonardo,48.5,140.65
70202,Hotel Andel,76.73,121.09
71026,Medinaceli Hotel,166.39,191.21
71061,Cabra Castle Hotel,141.18,214.2
71115,Hotel Cordelia,144.79,390.8
71124,Hotel Alba,79.37,170.79
71135,Carousel Hotel,41.97,105.59
71147,Dragonfly Hotel Colchester,61.75,148.88
71149,Coulsdon Manor and Golf Club,97.88,277.71
71162,Halo Crowwood Hotel Glasgow,51.74,133.99
71183,Trafford Hall Hotel,136.21,200.37
71184,The Nottingham Belfry - QHotels,101.39,209.07
71244,Hotel Minerva,61.28,132.61
71252,Hotel Eden,50.23,90.42
71254,Wall Art Aparthotel,70.21,248.15
71371,Hotel Americano Rossio,64.34,312.76
71380,Hotel Zenit Lisboa,78.82,250.22
71516,Park Hotel Porto Gaia,41.43,940.74
71560,Adua & Regina di Saba Wellness & Beauty,41.99,228.1
71572,The Brighton Hotel,57.02,180.56
71625,Holiday Inn Manchester Central Park,61.33,106.65
72021,Holiday Inn Dresden - City South,73.43,227.31
72026,Callas Hotel am Dom,69.71,171.72
72065,Holiday Inn Express Alcobendas,53.24,69.32
72138,Petit Palace Santa Cruz Hotel,89.51,250.15
72923,Novum Hotel Thomas Budapest,36.19,72.73
72933,Malmaison Edinburgh,115.09,193.23
72989,Green Garden Hotel,42.96,163.93
72996,Novomestsky hotel,59.96,105.3
72998,Louren Hotel,112.43,153.75
73423,Britannia Hotel Bournemouth,40.95,426.6
73933,Galileo Hotel,88.62,245.92
73946,GLO Hotel Sello,262.21,386.78
73984,"La Malmaison, an Ascend Hotel Collection Member",84.81,161.37
74111,Wiking Hotel,73.84,96.05
74115,Best Western Leoso Hotel Leverkusen,53.85,308.81
74149,Elena Hotel,89.97,161.03
74170,Epavlis Hotel,60.74,135.54
74322,Innisfallen Hotel,86.65,145.08
74339,Talbot Hotel Carlow,57.44,125.61
74559,The Victoria Hotel,85.64,274.37
74618,Hotel Adagio Gastronomic,74.44,95.44
74645,Hotel Rice Palacio De Los Blasones,63.29,169.79
74656,Casanova Hotel,40.69,95.44
74676,OH Marbella Inn,55.55,115.54
74695,Eurostars Toledo Hotel,84.68,200.8
74709,Hotel Helsing,79.08,194.56
74775,Macdonald Highland Hotel,106.44,368.51
74777,Ston Easton Park Hotel,273.48,410.76
74785,Chequers Plaza Hotel,36.96,84.48
74793,Ramada Encore by Wyndham Bournemouth,73.91,143.09
74794,Suncliff Hotel,35.77,173.94
74809,"Ten Hill Place, BW Premier Collection",101.77,261.07
74815,The Golden Jubilee Conference Hotel,72.86,189.01
74816,Best Western Glasgow City Hotel,46.57,142.92
74826,Holiday Inn Express Inverness,74.97,460.2
74833,Elsinore Hotel,34.85,73.91
74850,Holiday Inn Express Manchester East,62.3,273.91
74851,Best Western Manchester Oldham Smokies Park Hotel,63.67,122.49
74860,The New Continental Hotel,77.08,142.55
74863,Dunchurch Park Hotel,84.48,95.03
74869,Park Inn Birmingham Walsall,79.88,125.66
74870,The Park Royal - QHotels,69.69,125.66
74925,Comfort Inn Fafe-Guimaraes,35.78,109.47
75031,Holiday Inn Express Newcastle City Centre,54.9,246.46
76426,Hotel Punta,275.01,320.02
76446,Argo Hotel,80.34,120.84
76555,Hotel Simbad Ibiza & Spa,65.1,217.45
76610,Holiday Inn Express Manchester - Salford Quays,109.82,326.71
76666,Palazzo Failla Hotel,59.28,99.46
76673,Relais Villa Abbondanzi Hotel,111.48,199.92
76696,Holiday Inn Express Droitwich,40.13,228.51
76966,Room Mate Carla,116.64,305.36
77025,Catalonia Gran Verdi Hotel,77.36,142.74
77055,Chateau Des Ducs De Joyeuse,118.54,275.27
77081,Le Chateau Fort Hotel,110.88,260.19
77087,The Quay Hotel and Spa,160.61,312.66
77091,"White Hart Hotel, BW Premier Collection",65.57,431.87
77092,Huntingdon Marriott Hotel,82.36,147.83
77095,Kyle Hotel 'A Bespoke Hotel',52.27,200.62
77097,Best Western Bradford Guide Post Hotel,47.52,133.58
77100,Holiday Inn Lincoln,99.26,239.72
77101,Best Western Diplomat Hotel,79.19,117.11
77106,Holiday Inn Northampton West M1 Junc 16,71.8,110.76
77259,Hotel Plevna,65.63,79.94
77296,Hotel Traian,35.41,88.53
77303,Phoenicia Grand Hotel,68.43,416.79
77404,Carlton Lausanne Boutique Hotel,139.39,242.0
77405,Hotel Krone Sarnen,145.2,271.04
77425,Ilunion Aqua 3 Hotel,70.38,285.41
77614,Novotel Suites Berlin City Potsdamer Platz,98.67,208.63
77779,Ibis Paris Bastille Opera 11Eme,84.39,127.39
77781,Ibis Paris La Villette Cite Des Sciences 19Eme,52.74,120.56
77846,Ibis Plymouth Hotel,51.74,77.08
77847,Ibis Coventry South Whitley Hotel,29.57,65.47
77854,Ibis London Docklands Canary Wharf,62.83,263.87
77858,Ibis Stuttgart City,60.94,215.86
77867,Ibis Coventry Centre Hotel,101.37,131.99
77875,Ibis Cardiff Centre Hotel,91.87,123.44
77879,Ibis Leicester Hotel,41.39,73.91
77886,Ibis Glasgow City Centre - Sauchiehall St,35.48,72.76
77888,Ibis London Wembley Hotel,78.14,95.98
77890,Hotel Ibis Manchester Centre Princess Street,125.65,161.45
77893,Ibis Bradford Shipley Hotel,43.29,70.69
77894,ibis Cardiff Gate - International Business Park,52.8,82.36
77896,Ibis Lincoln Hotel,32.52,65.36
77898,ibis Rotherham East - (M18 - M1),29.57,55.86
77932,ibis Carlisle City Centre,33.26,86.59
77940,Ibis Rugby East Hotel,38.01,66.42
77942,Ibis Hotel Northampton Centre,36.22,81.2
78015,Hotel Mercure Bordeaux Lac,92.12,154.71
78065,Mercure Paris Grande Arche Hotel,182.5,263.72
78092,Mercure Paris La Sorbonne Saint Germain des Pres Hotel,305.91,330.52
78096,Mercure Hotel Hamm,144.59,201.4
78175,Mercure Brigstow Bristol Hotel,86.59,130.93
78197,Novotel Paris La Defense Hotel,178.27,298.53
78209,Novotel Clermont Ferrand,88.01,240.1
78214,Novotel Caserta Sud Hotel,79.37,109.5
78232,Dorint Hotel An Der Messe Basel,163.78,315.26
78239,Mercure Hotel Munchen Freising Airport,67.24,170.42
78248,Dorint Hotel & Sportresort Arnsberg/Sauerland,73.54,236.51
78323,Mercure Demeure De Campagne Parc Du Coudray,84.39,158.73
78332,Ibis Styles Deauville Villers Hotel,70.32,110.51
78338,ibis Alencon,88.41,98.35
78346,ibis Saint-Nazaire - Trignac,99.46,99.46
78392,Ibis Belfort Gare TGV - hotel restaurant,51.23,155.72
78397,ibis Auxerre Sud,70.33,84.29
78452,Hotel Mercure Lyon Charbonnieres,83.69,171.29
78528,Mercure Plaza Biel Hotel,91.96,198.44
78530,Ibis Rothrist Olten Hotel,98.74,195.54
78541,Mercure Hotel Luedenscheid,113.6,149.76
78551,Mercure Hotel Itzehoe Klosterforst,127.03,183.84
78556,Mercure Hotel Stuttgart Boeblingen,113.6,202.43
78648,Hotel Mondial am Dom Cologne - MGallery,66.92,222.05
78690,Fleming's Hotel Munich City,157.23,339.92
78697,Airport Hotel Basel - Convenient & Friendly,183.92,367.84
78728,Hotel Ripa Roma,85.92,399.85
78767,Fleming's Conference Hotel Frankfurt,69.35,288.15
78984,Mercure Paris Roissy Charles de Gaulle Hotel,75.17,226.04
78993,Mercure Munich Schwabing Hotel,164.21,356.32
79038,Ibis Saarbruecken City,64.03,99.15
79039,Mercure Hotel Saarbruecken Sued,46.99,113.61
79061,Dorint Hotel Am Nuerburgring Hocheifel,69.35,257.17
79073,ibis Liege Seraing,57.34,138.66
79132,Hilton Garden Inn Stuttgart NeckarPark Hotel,126.41,465.71
79136,Hilton Leicester Hotel,88.86,290.93
79139,The Trafalgar St. James,387.26,1002.54
79144,Hilton Manchester Deansgate Hotel,264.77,387.23
79145,Hilton Manchester Airport Hotel,88.86,388.63
79148,Hilton Evian-les-Bains,134.67,1522.37
81680,Huerta de las Palomas,62.28,9149.18
81682,AC Hotel Alicante,135.37,224.33
81717,Best Western Plus Cedar Court Hotel Harrogate,77.99,172.09
81740,Almazara,58.86,84.37
81807,Hotel Relais Dei Papi,45.29,175.71
82419,Inter-Hotel Blois Nord Le Cosy,56.26,100.46
82434,Hotel Gloria Budapest,52.0,103.3
82436,Art Hotel Vienna,58.87,116.59
82446,Atenea Park Suites Apartaments,58.56,188.22
82466,Alfa Art Hotel,46.47,81.52
82480,Lagoas Park Hotel,82.22,237.69
82559,Holiday Beach Wellness Hotel with Sauna Park,56.51,88.97
82565,Hotel Restaurant Du Patti,67.36,129.59
82613,Orea Resort Sklar,55.87,142.6
82637,Hotel Carmen,62.11,165.25
82640,Hotel Best,34.73,64.14
82689,Hotel Astoria Bonn,65.07,92.95
82699,Hotel Lucia,58.11,184.85
82730,Hostellerie du Cigalou - Les Collectionneurs,80.37,125.58
82785,Villa Porro Pirelli,68.32,157.93
82798,NH Torino Santo Stefano,164.96,250.15
82809,Budget Hotel Damrak Inn,80.09,160.19
82810,Dolce by Wyndham La Hulpe Brussels,113.45,523.35
82825,Hotel Italia,71.33,140.65
82887,Hotel Carris Almirante,52.42,88.41
84207,Great Cumberland Place,165.52,379.08
84263,The Grapevine Hotel,57.97,116.15
84378,Days Inn by Wyndham Donington A50,45.62,74.93
84578,Hotel Pombalense,41.71,59.41
84774,Huttons Hotel,71.27,110.87
84967,ME Madrid Reina Victoria,197.56,2304.87
84985,"Hotel Collingwood, Sure Hotel Collection by Best Western",415.8,510.41
84999,Holiday Inn Rochester-Chatham,59.13,135.23
85000,King Robert Hotel,68.64,151.0
85002,Stalis Hotel,48.68,53.55
85006,Anessis Hotel,49.94,94.29
85022,San Ranieri,53.34,165.76
85093,Hotel Nuevo Ofiusa Playa,50.23,132.61
85119,Hotel Averroes,41.84,131.61
85162,Aparthotel Bahia Pinosol,60.28,120.55
85175,Hotel Maria Luisa,41.41,58.67
85185,NH Alicante Hotel,75.35,190.83
85241,Hesperia Sant Joan Suites,113.02,221.27
85295,Hotel Puntazo II,65.1,124.78
85588,Aparthotel Residencial Vidalbir,49.73,148.69
85666,Hotel Villa de Benavente,45.21,90.42
85670,Hotel Atrio,67.46,103.88
85675,Jardin de la Abadia,60.28,221.02
85866,H10 Gran Tinerfe,153.28,1075.08
85898,Jardin Tropical Hotel,146.3,452.41
85914,Hotel Alfonso VIII,85.89,147.68
85915,Hotel II Virrey,50.08,117.54
85981,Hotel Los Seises by Fontecruz,129.38,193.26
85998,H10 Timanfaya Palace Hotel,147.96,653.53
86149,Hyde Park Lane,88.99,111.51
86224,Hotel & Spa Real Jaca,45.21,110.31
86282,HLG Citypark Sant Just,65.64,229.05
86389,Barcelona Universal Hotel,147.08,375.73
86402,Hotel Puerta de Burgos,78.52,156.21
86424,Best Western Hotel Salobrena,45.4,199.92
86499,Peniscola Plaza Suites,68.32,163.95
86577,Badajoz Center Hotel,51.23,246.14
87171,NH Playa las Canteras,96.5,171.97
87397,AC Hotel Algeciras,66.64,99.13
87400,Hotel Guadalquivir,50.23,164.76
87415,Ilunion Calas de Conil Hotel,313.14,323.34
87450,Eurostars Gran Madrid Hotel,62.38,107.5
87457,Sercotel Don Manuel,49.55,102.48
87472,Petit Palace Plaza del Carmen Hotel,89.51,194.89
87487,Petit Palace Alcala Torre Hotel,111.22,358.66
87516,AC Hotel Cuzco,130.57,296.5
87521,Hotel Zenit Conde de Orgaz,100.87,164.11
87801,Hotel Solineu,62.66,353.02
87868,Sercotel Hotel Zurbaran,52.09,124.17
87938,FERGUS Bermudas,74.34,285.31
88162,HM Alma Beach,72.47,196.23
88169,Hotel Balear,44.2,491.01
88200,AzuLine Hotel Bahamas,56.6,91.48
88354,Riu Bonanza Park,76.35,136.0
88611,Silken Rio Santander Hotel,61.35,206.95
88671,Don Hotel,30.14,55.25
88913,Kinissi Palace,44.38,76.91
88980,Hotel London,38.94,107.11
89137,West Beach Hotel,59.87,143.61
89274,Holiday Inn Maidstone-Sevenoaks,59.13,318.67
89323,Vincci Frontaura Hotel,88.98,174.6
89756,Hotel Himalaya,257.17,335.66
89806,The President Hotel,45.04,150.71
89870,Yria Hotel,33.6,110.91
90148,Tulip Inn Turin South Hotel,56.06,72.66
90150,Hotel du Vin Cannizaro House Wimbledon,152.05,316.78
90165,Courtyard Paris La Defense West - Colombes,93.53,129.6
90573,Holiday Inn Manchester West,57.02,129.09
90861,Hotel Am Parkring,99.58,183.53
90896,Hotel Altstadt Vienna,263.41,438.02
90912,Q Hotel Maria Theresia,165.76,326.5
91211,Park Inn by Radisson Berlin City West,60.57,140.15
91238,Grand Hotel Praha,90.44,258.49
91244,Leonardo Royal Hotel Edinburgh Haymarket,94.08,244.97
91719,Aston Hotel,89.41,135.63
96403,Ilunion Puerta de Triana Hotel,85.39,222.02
96481,Bastion Hotel Rotterdam Alexander,80.1,137.73
96653,Hotel Ilusion Calma & Spa,49.23,75.35
96792,Sacristia de Santa Ana Hotel Boutique,55.25,117.54
96822,Gran Hotel Attica21 Las Rozas,59.28,117.54
96834,Hotel Ciutat Vella,62.86,137.98
96852,Room Mate Oscar Hotel,224.79,292.24
96875,Macia Villa Blanca,50.23,83.38
96945,Hotel Jezero,55.51,87.8
96946,Hotel Sint Nicolaas,157.76,314.7
97083,The Royal Marine Hotel,85.97,200.67
97148,Hotel Aiglon,170.79,311.44
97150,MidNight Hotel Paris,99.66,616.84
97151,Hotel d'Orsay,205.95,447.06
98516,Hotel Amalfi,90.42,200.93
98519,Hotel Joli,116.53,239.1
98579,Hotel Regina Margherita,87.52,209.97
98580,Hotel Floris,60.28,164.66
98598,NH Collection Milano Porta Nuova,161.75,308.42
98703,Hotel Mediterranee,120.55,271.25
98743,UNAHOTELS Poggio dei Medici Toscana,101.72,184.85
98839,Hotel Dock Suites Rome,73.77,73.77
99266,Vienna House Dream Castle Paris,239.61,328.66
99277,The Cranley Hotel,123.25,721.19
99279,King Solomon Hotel,58.69,1404.79
99368,HENRI Hotel - Berlin Kurfuerstendamm,123.34,214.11
99370,Hotel Sylter Hof Berlin,68.01,189.45
99377,Parkhotel Wittekindshof,128.07,235.47
99469,Comfort Hotel Orly Draveil,79.57,142.21
99498,Le Grand Hotel Tours,73.4,972.91
99527,Bel Azur Hotel,45.7,121.21
99552,Terrasses Poulard Hotel,103.07,483.71
99597,GHOTEL hotel & living Munich-Nymphenburg,68.0,139.65
99599,EuroHotel Gunzburg,67.13,149.75
99604,BQ Sarah- Adults Only,47.82,76.35
99626,Novum Hotel Belmondo Hamburg Hauptbahnhof,55.77,91.92
99629,Bastion Hotel Apeldoorn Het Loo,69.7,130.53
99635,Culloden House Hotel,133.16,316.4
99640,Bridge of Cally Hotel,39.03,59.97
99644,Broadford Hotel,190.07,242.87
99652,Craigmonie Hotel Inverness by Compass Hospitality,87.85,142.55
99656,Wide Mouthed Frog Hotel And Restaurant,89.75,89.75
99669,Aston Court Hotel,37.4,83.84
99675,The Metropole Hotel,39.06,177.39
99676,Best Western Premier Hotel Slon,114.36,265.45
99690,The Park City Grand Plaza Kensington Hotel,141.51,386.22
99739,Appart hotel Victoria Garden La Ciotat,68.32,101.47
99740,Appart hotel Victoria Garden Bordeaux,64.29,1233.76
99745,Mercure Dortmund Messe & Kongress,91.92,147.69
99761,Hotel Schweizer Hof,92.95,165.24
99770,Radisson Blu Elizabete Hotel,88.06,418.36
99975,Ilunion Auditori Hotel,146.52,323.99
99999,Seehotel Waldstaetterhof Swiss Quality Hotel,211.86,292.03
100071,Landhotel zum Bohm,75.39,156.99
100082,H10 Tenerife Playa,73.54,300.71
102197,Holiday Inn Telford Ironbridge,67.9,156.42
102201,Holiday Inn Express Canterbury,58.07,120.25
102212,"Holiday Inn Express Strathclyde Park M74, Jct 5",68.64,97.61
102215,Crowne Plaza London - Gatwick Airport,67.58,157.34
102217,Holiday Inn Express York,81.31,120.45
102222,Holiday Inn Express Cardiff Bay,50.68,161.19
102237,Holiday Inn London Camden Lock,232.3,300.94
102244,Holiday Inn Express Swansea East,38.0,278.14
102248,Holiday Inn Express Stevenage,53.85,244.35
102254,Holiday Inn Bristol Airport,95.16,265.8
102259,Holiday Inn Express Lichfield,38.01,231.68
102268,Holiday Inn Northampton,57.02,123.03
102269,Holiday Inn Norwich City,62.24,530.96
102270,Holiday Inn Salisbury-Stonehenge,97.14,232.45
103891,Holiday Inn Express Stuttgart Airport,82.62,127.95
103893,Hotel Fulda Mitte,87.79,160.08
104134,Megaro Hotel,333.41,541.69
104153,Qubus Hotel Lodz,52.35,82.8
104394,Antik City Hotel,120.5,148.95
104714,Denizkizi Hotel,31.7,93.67
104747,Maritim Berlin Hotel,102.57,291.89
104818,Martini Hotel,63.29,72.33
104873,Clarion Hotel Plaza,94.36,135.04
104886,Novotel Edinburgh Park Hotel,100.31,177.39
105017,Kingsmills Hotel,84.48,156.07
105021,Banff Springs Hotel,79.19,142.55
105024,Urban Hotel Grantham,60.19,122.49
105026,The Waterfront Hotel Spa & Golf,69.69,208.41
108075,Courtyard Bochum Stadtpark,98.12,146.66
108084,Cheshunt Marriott Hotel,83.42,136.21
108090,Marriott Sprowston Manor Hotel and Country Club,83.41,242.87
108447,Ibis Styles Strasbourg Gare Hotel,107.5,129.6
111618,Hotel-Gasthof Lowen,75.25,110.52
111626,Das Weitzer,90.42,175.81
111693,Hotel Goldener Lowe,67.81,67.81
111766,Hotel Via Roma,101.27,227.45
111808,Austria Trend Parkhotel Schonbrunn Wien,85.22,269.44
111819,City Rooms Hotel,55.25,78.84
111848,Hotel Gallitzinberg,96.64,122.04
111876,Saint SHERMIN bed breakfast & champagne,126.99,197.91
111887,MEININGER Hotel Wien City Center,44.81,84.93
111916,Stanys - Das Apartmenthotel,70.56,179.63
111974,Hotel Rubens-Grote Markt,158.47,311.73
112014,Hotel Restaurant Weinebrugge,280.44,301.29
112035,Hotel Asiris,79.75,145.43
112057,Hotel Prinsenhof,198.69,417.02
112071,Hotel Pannenhuis,124.06,208.51
112088,Hotel Be Manos BW Premier Collection,96.6,488.2
112108,Hotel La Grande Cloche,103.32,155.34
112110,Argus Hotel Brussels,75.32,224.75
112111,Hotel Barry,57.34,140.74
112136,Hotel Izan Avenue Louise,76.24,165.76
112177,Hotel Le Vieux Pont,67.76,109.47
112204,Hotel Adoma,78.19,119.89
112347,Alliance Hotel,36.97,83.13
112350,Belle Ville Hotel,38.52,64.47
112356,Rodopi Hotel,21.94,38.56
112375,Hotel Gloria Palace Diplomat,29.7,66.93
112448,Studio Hotel,40.75,69.21
112561,Hotel Marmont - Adults Only,87.04,14324.23
112604,Achilleos Hotel,53.73,336.64
112644,Hotel Arte,59.58,118.2
112668,Golf Hotel Karolina,27.96,57.25
112682,Hotel Palatin,56.22,67.27
112686,Hotel Sirius,60.82,110.98
112703,Vienna House Easy Angelo Pilsen,49.14,171.04
112725,AMIGO CITY CENTRE HOTEL,40.93,102.88
112752,Chateau St. Havel - Wellness and Golf Hotel,72.94,605.08
112778,EA Hotel Down Town,76.11,121.01
112780,Hotel Golden City,24.41,62.46
112798,Hotel Salvator,80.03,228.8
112828,Small Luxury Palace Residence,47.55,110.19
112957,Logis Auberge Saint Simond,94.43,144.67
112974,Campanile Hotel Albi Centre,49.05,86.8
112975,Brit Hotel Albi,52.24,58.27
112977,Comfort Hotel Albi,62.28,79.37
112980,Le Clos d'Amboise,153.71,284.31
113033,Hotel Josse,88.41,246.14
113053,Best Western Porte Sud de Geneve,76.35,119.55
113086,Campanile Hotel Aurillac,44.4,94.2
113094,Les Ursulines Hotel - Gourmet Restaurant - Seminar Center,84.21,189.85
113104,Alizea,40.99,57.21
113123,Campanile Paris Est Porte De Bagnolet Hotel,48.52,216.33
